text	score	binary	multilevel	id
In his latest effort , Storytelling , Solondz has finally made a movie that is n't just offensive -- it also happens to be good .	0.763890	1	3	5461
How I Killed My Father would be a rarity in Hollywood .	0.486110	0	2	5462
It 's an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .	0.555560	1	2	5463
I just saw this movie ... well , it 's probably not accurate to call it a movie .	0.388890	0	1	5464
What 's most memorable about Circuit is that it 's shot on digital video , whose tiny camera enables Shafer to navigate spaces both large ... and small ... with considerable aplomb .	0.680560	1	3	5465
Scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar .	0.930560	1	4	5466
Yes , soar .	0.638890	1	3	5467
A delicious and delicately funny look at the residents of a Copenhagen neighborhood coping with the befuddling complications life tosses at them .	0.833330	1	4	5468
`` What really happened ? ''	0.444440	0	2	5469
is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .	0.333330	0	1	5470
Soderbergh , like Kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit .	0.805560	1	4	5471
Much credit must be given to the water-camera operating team of Don King , Sonny Miller , and Michael Stewart .	0.722220	1	3	5472
Their work is fantastic .	0.944440	1	4	5473
Crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .	0.666670	1	3	5474
Franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance SONNY needs to overcome gaps in character development and story logic .	0.194440	0	0	5475
Tsai Ming-liang 's witty , wistful new film , What Time Is It There ?	0.708330	1	3	5476
, is a temporal inquiry that shoulders its philosophical burden lightly .	0.694440	1	3	5477
The Pianist lacks the quick emotional connections of Steven Spielberg 's Schindler 's List .	0.416670	0	2	5478
But Mr. Polanski creates images even more haunting than those in Mr. Spielberg 's 1993 classic .	0.916670	1	4	5479
Steers , in his feature film debut , has created a brilliant motion picture .	0.833330	1	4	5480
A brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .	0.694440	1	3	5481
As warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .	0.888890	1	4	5482
The film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .	0.569440	1	2	5483
Old-fashioned but thoroughly satisfying entertainment .	0.791670	1	3	5484
An energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching ( or turntablism ) in particular .	0.819440	1	4	5485
A fun family movie that 's suitable for all ages -- a movie that will make you laugh , cry and realize , ` It 's never too late to believe in your dreams . '	0.875000	1	4	5486
If you open yourself up to Mr. Reggio 's theory of this imagery as the movie 's set ... it can impart an almost visceral sense of dislocation and change .	0.777780	1	3	5487
I had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was Earnest .	0.847220	1	4	5488
Even though the film does n't manage to hit all of its marks , it 's still entertaining to watch the target practice .	0.638890	1	3	5489
Where This was lazy but enjoyable , a formula comedy redeemed by its stars , That is even lazier and far less enjoyable .	0.388890	0	1	5490
The 3-D vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .	0.916670	1	4	5491
The attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way .	0.750000	1	3	5492
Fans of the modern day Hong Kong action film finally have the worthy successor to A Better Tomorrow and The Killer which they have been patiently waiting for .	0.722220	1	3	5493
Even when he 's not at his most critically insightful , Godard can still be smarter than any 50 other filmmakers still at work .	0.722220	1	3	5494
What sets this romantic comedy apart from most Hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .	0.736110	1	3	5495
Has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested .	0.750000	1	3	5496
This seductive tease of a thriller gets the job done .	0.750000	1	3	5497
It 's a scorcher .	0.736110	1	3	5498
Bittersweet comedy\/drama full of life , hand gestures , and some really adorable Italian guys .	0.888890	1	4	5499
Works as pretty contagious fun .	0.805560	1	4	5500
The best didacticism is one carried by a strong sense of humanism , and Bertrand Tavernier 's oft-brilliant Safe Conduct ( `` Laissez-passer '' ) wears its heart on its sleeve .	0.819440	1	4	5501
A realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .	0.777780	1	3	5502
A charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .	0.722220	1	3	5503
A film with almost as many delights for adults as there are for children and dog lovers .	0.833330	1	4	5504
Serious movie-goers embarking upon this journey will find that The Road to Perdition leads to a satisfying destination .	0.847220	1	4	5505
Heartwarming and gently comic even as the film breaks your heart .	0.791670	1	3	5506
Caruso sometimes descends into sub-Tarantino cuteness ... but for the most part he makes sure The Salton Sea works the way a good noir should , keeping it tight and nasty .	0.694440	1	3	5507
A `` black Austin Powers ? ''	0.444440	0	2	5508
I prefer to think of it as `` Pootie Tang with a budget . ''	0.416670	0	2	5509
Sa da TAY !	0.583330	1	2	5510
Oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .	0.611110	1	3	5511
I would be shocked if there was actually one correct interpretation , but that should n't make the movie or the discussion any less enjoyable .	0.555560	1	2	5512
Chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of ` ethnic cleansing . '	0.680560	1	3	5513
The best thing I can say about this film is that I ca n't wait to see what the director does next .	0.875000	1	4	5514
Smarter than its commercials make it seem .	0.722220	1	3	5515
One of the funnier movies in town .	0.888890	1	4	5516
Campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over Rafael 's evolution .	0.722220	1	3	5517
By turns very dark and very funny .	0.833330	1	4	5518
Steven Soderbergh does n't remake Andrei Tarkovsky 's Solaris so much as distill it .	0.319440	0	1	5519
For more than two decades Mr. Nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .	0.791670	1	3	5520
Simultaneously heartbreakingly beautiful and exquisitely sad .	0.583330	1	2	5521
Though overall an overwhelmingly positive portrayal , the film does n't ignore the more problematic aspects of Brown 's life .	0.750000	1	3	5522
The philosophical musings of the dialogue jar against the tawdry soap opera antics of the film 's action in a way that is surprisingly enjoyable .	0.416670	0	2	5523
Not too fancy , not too filling , not too fluffy , but definitely tasty and sweet .	0.694440	1	3	5524
Director Lee has a true cinematic knack , but it 's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .	0.833330	1	4	5525
As Allen 's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator David Presson .	0.555560	1	2	5526
Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .	0.847220	1	4	5527
A vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish .	0.736110	1	3	5528
If S&M seems like a strange route to true love , maybe it is , but it 's to this film 's ( and its makers ' ) credit that we believe that that 's exactly what these two people need to find each other -- and themselves .	0.722220	1	3	5529
If the film 's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start .	0.611110	1	3	5530
